-17.8298216472180	-172.021835171737	270.267612293532	0	0
-20.1179839382704	-172.011147738617	270.427468848082	0	0
-22.1349076318771	-171.996099718456	270.605755643931	0	0
-24.1580526058821	-171.974709361946	270.605943519054	0	0
-26.2108223401260	-171.952999056182	270.622826027166	0	0
-28.2856401662766	-171.930444141027	270.591600737452	0	0
-30.3843115062522	-171.908773790301	270.364736353141	0	0
-32.5095943282418	-171.895244375331	270.195318188653	0	0
-34.6672907757552	-171.887888877284	270.271119432242	0	0
-36.8478378353380	-171.877570611292	270.557504332666	0	0
-39.0393670337181	-171.856245731971	270.579404048350	0	0
-41.5833308537582	-171.830518999648	270.548809661087	0	0
-43.8304355114586	-171.808994369506	270.447056858152	0	0
-46.0948328027676	-171.791325792671	270.389617247211	0	0
-48.3659218686004	-171.775881913266	270.683153166585	0	0
-49.7484735479283	-171.782890156239	270.362411991326	0	0
-51.7674657578880	-171.770119289834	270.340684342139	0	0
-53.9239494768775	-171.757296549627	270.446772134423	0	0
-55.9658766133724	-171.741374004492	270.467964420376	0	0
-58.1331484574696	-171.723672374921	269.785613595953	0	0
-60.6099238181139	-171.732939888964	269.774208734974	0	0
-62.6372487902883	-171.740929214594	269.874092270407	0	0
-64.7722715847870	-171.745620944206	270.079924954820	0	0
-65.2941812771520	-171.744892903921	270.400597767095	0	0
-67.3449392315137	-171.730554283322	274.346816390618	0	0
-69.4397315625849	-171.571324618451	281.402354089498	0	0
-71.4303587039893	-171.169858665436	293.393922374494	0	0
-73.3420296321017	-170.342845525291	308.494866947960	0	0
-74.9487655168969	-169.065025099326	323.895781149846	0	0
-76.2456622836983	-167.286810763769	334.276883070319	0	0
-77.1765038230747	-165.354660272723	341.440687487242	0	0
-77.8221238511218	-163.431723092461	345.174159650533	0	0
-78.3543219218743	-161.421106312092	346.820257321408	0	0
-78.8303957161303	-159.388122497883	345.360692230509	0	0
-79.3757832965889	-157.300220581170	340.746014514227	0	0
-80.0449509166614	-155.384446944168	332.953543112564	0	0
-80.9881772566473	-153.536965774481	323.045470032836	0	0
-82.3063234285023	-151.784835391627	313.368280255066	0	0
-83.7965591328533	-150.377151516096	303.707492041278	0	0
-85.5812933574629	-149.186544547172	293.952002119134	0	0
-87.6338872599551	-148.274730450196	286.337519472936	0	0
-89.6385106100469	-147.687112333507	280.638912895486	0	0
-91.7666273698631	-147.287349968920	275.527609846547	0	0
-93.9180266358048	-147.079147398475	270.465761852391	0	0
-96.0441228242398	-147.061863816321	265.190698077379	0	0
-98.0940027817171	-147.234332193276	258.207610144526	0	0
-100.274574003822	-147.689574995590	252.111732643196	0	0
-102.340941448978	-148.356526246070	247.726881182107	0	0
-104.209887182338	-149.122012614999	241.855817284643	0	0
-106.018904930029	-150.089731586530	233.828685245780	0	0
-107.764307540382	-151.365831758206	221.286326754516	0	0
-109.192701342892	-152.992521057487	209.725490001688	0	0
-110.271539909561	-154.881972745435	198.008133390929	0	0
-110.928541499251	-156.903039471999	186.546862771078	0	0
-111.175524743155	-159.055132338349	178.065952939745	0	0
-111.106126780493	-161.110252984474	165.803188171507	0	0
-110.613491463392	-163.057584438574	154.766218060116	0	0
-109.724796639790	-164.943270370918	144.413682888136	0	0
-108.449033962611	-166.726136197146	134.688529596160	0	0
-106.951347214398	-168.207627425963	126.433661220503	0	0
-105.207499255476	-169.494885098228	118.273468592691	0	0
-103.269608836559	-170.537174344563	112.117948552931	0	0
-101.315318296289	-171.331442678983	107.790894114405	0	0
-99.1872982026310	-172.014302140502	105.190461082796	0	0
-97.2448792766046	-172.541698442019	103.714988464526	0	0
-95.2209593133617	-173.035637898947	102.182828175423	0	0
-93.1363849102794	-173.485684918526	100.540335196614	0	0
-90.9944282289529	-173.884233024006	98.3223135813825	0	0
-88.7783523405256	-174.208404991611	96.0036083781404	0	0
-86.5084222412342	-174.447128794817	94.5595765278230	0	0
-84.2039656542916	-174.630904690693	92.9857094110458	0	0
-82.1895067935889	-174.735974190664	91.5725562939804	0	0
-80.1612795850532	-174.791655474926	90.7886603999139	0	0
-78.1199572141801	-174.819755481837	90.1706525016974	0	0
-76.0524636352512	-174.825913422226	90.2900334874207	0	0
-73.9609281414803	-174.836500947519	89.8937853963531	0	0
-69.7469666172187	-174.887009453219	91.0080337715799	0	0
-67.5446288794674	-174.925760298740	90.5899213476439	0	0
-65.4955268248928	-174.946858742159	90.3773977632161	0	0
-63.3498823952884	-174.960991949288	89.9936083931752	0	0
-61.2806188608969	-174.960761113455	89.8443241575778	0	0
-59.0859924080306	-174.954798175775	89.6213289700345	0	0
-57.0642892226599	-174.941436431146	89.6479718120980	0	0
-55.0233723430244	-174.928896776088	89.6078167928902	0	0
-53.0112760095643	-174.915123986470	89.6479718177241	0	0
-50.9703591258331	-174.902584331586	89.8212972807167	0	0
-48.7949463713273	-174.895799304161	89.9705723224087	0	0
