0.059965	0.059157	295.037209
		
1.090521	-0.000428	295.049192
		
2.141187	-0.061111	295.053595
		
3.200381	-0.122253	295.052608
		
4.215686	-0.180929	295.0486
		
5.254274	-0.241064	295.041003
		
6.304415	-0.301985	295.029413
		
7.318816	-0.361213	295.003412
		
8.367926	-0.423013	294.938132
		
8.991221	-0.396256	302.050678
		
10.023361	-0.330038	302.000057
		
11.071576	-0.263662	301.973993
		
12.10608	-0.198434	301.95493
		
13.117338	-0.134955	301.942275
		
14.142458	-0.070875	301.93313
		
15.168469	-0.006832	301.925236
		
16.192964	0.056966	301.919347
		
17.205827	0.119961	301.9146
		
18.213242	0.182553	301.910677
		
19.24143	0.246345	301.90734
		
20.277273	0.310577	301.90481
		
21.318461	0.375111	301.902948
		
22.361821	0.439743	301.902277
		
23.400431	0.504073	301.902008
		
24.434051	0.568092	301.90214
		
25.451246	0.631113	301.903463
		
26.483881	0.695112	301.905058
		
27.526809	0.759763	301.906835
		
28.578598	0.825047	301.910944
		
29.629363	0.890324	301.824402
		
30.675441	0.955419	301.525736
		
31.702999	0.993528	299.834569
		
32.74931	1.001549	297.426992
		
33.827246	0.959912	294.261722
		
34.890039	0.85076	290.139609
		
35.939961	0.650034	284.621545
		
36.959108	0.331084	277.319787
		
37.882814	-0.10738	268.566624
		
38.745337	-0.707155	258.270374
		
39.47849	-1.436614	248.002626
		
40.086516	-2.309743	238.762371
		
40.570148	-3.293116	231.379003
		
40.928216	-4.269359	225.271402
		
41.18204	-5.258971	220.173464
		
41.363612	-6.272704	217.042137
		
41.504886	-7.311112	215.73567
		
41.629944	-8.321174	214.857551
		
41.739643	-9.328165	214.298247
		
41.838034	-10.324007	213.900746
		
41.932009	-11.323496	213.557624
		
42.021569	-12.326634	213.26888
		
42.112594	-13.424961	213.016467
		
42.193707	-14.437262	212.805128
		
42.269524	-15.437371	212.625751
		
42.344352	-16.459389	212.463075
		
42.416882	-17.503636	212.297397
		
42.48559	-18.565668	212.098738
		
42.552292	-19.596147	212.06327
		
42.618624	-20.61947	212.071502
